Unnamed: 0,regionpsgc,provincepsgc,municipalitycitypsgc,linelist_date,active_cases
416,010000000,015500000,015546000,2020-04-21,2
417,010000000,015500000,015546000,2020-04-22,2
418,010000000,015500000,015546000,2020-04-23,2
419,010000000,015500000,015546000,2020-04-24,2
420,010000000,015500000,015547000,2020-04-15,1
421,010000000,015500000,NDA,2020-04-02,1
422,010000000,015500000,NDA,2020-04-03,1
423,010000000,015500000,NDA,2020-04-04,1
424,010000000,015500000,NDA,2020-04-05,1
425,010000000,015500000,NDA,2020-04-06,3
426,010000000,015500000,NDA,2020-04-07,3
427,010000000,015500000,NDA,2020-04-08,3
428,010000000,015500000,NDA,2020-04-09,3
429,010000000,015500000,NDA,2020-04-10,3
430,010000000,015500000,NDA,2020-04-11,2
431,010000000,NDA,NDA,2020-04-04,14
432,010000000,NDA,NDA,2020-04-05,13
433,010000000,NDA,NDA,2020-04-06,12
434,010000000,NDA,NDA,2020-04-07,11
435,010000000,NDA,NDA,2020-04-08,9
436,010000000,NDA,NDA,2020-04-09,8
437,010000000,NDA,NDA,2020-04-10,8
438,010000000,NDA,NDA,2020-04-11,4
439,010000000,NDA,NDA,2020-04-12,3
440,010000000,NDA,NDA,2020-04-13,3
441,010000000,NDA,NDA,2020-04-14,3
442,010000000,NDA,NDA,2020-04-15,2
443,010000000,NDA,NDA,2020-04-16,3
444,010000000,NDA,NDA,2020-04-17,3
445,010000000,NDA,NDA,2020-04-18,3
446,010000000,NDA,NDA,2020-04-19,3
447,010000000,NDA,NDA,2020-04-20,3
448,010000000,NDA,NDA,2020-04-21,3
449,010000000,NDA,NDA,2020-04-22,3
450,010000000,NDA,NDA,2020-04-23,3
451,010000000,NDA,NDA,2020-04-24,4
452,020000000,021500000,021503000,2020-04-15,1
453,020000000,021500000,021513000,2020-04-01,1
454,020000000,021500000,021513000,2020-04-02,1
455,020000000,021500000,021513000,2020-04-03,1
456,020000000,021500000,021513000,2020-04-04,1
457,020000000,021500000,021513000,2020-04-05,1
458,020000000,021500000,021513000,2020-04-06,1
459,020000000,021500000,021513000,2020-04-07,1
460,020000000,021500000,021513000,2020-04-08,1
461,020000000,021500000,021513000,2020-04-09,1
462,020000000,021500000,021513000,2020-04-10,1
463,020000000,021500000,021513000,2020-04-11,1
464,020000000,021500000,021513000,2020-04-12,1
465,020000000,021500000,021517000,2020-04-14,1
466,020000000,021500000,021517000,2020-04-15,1
467,020000000,021500000,021520000,2020-04-02,1
468,020000000,021500000,021520000,2020-04-03,1
469,020000000,021500000,021520000,2020-04-04,1
470,020000000,021500000,021520000,2020-04-05,1
471,020000000,021500000,021520000,2020-04-06,1
472,020000000,021500000,021520000,2020-04-07,1
473,020000000,021500000,021520000,2020-04-08,1
474,020000000,021500000,021520000,2020-04-09,1
475,020000000,021500000,021520000,2020-04-10,1
476,020000000,021500000,021520000,2020-04-11,1
477,020000000,021500000,021520000,2020-04-12,1
478,020000000,021500000,021520000,2020-04-13,1
479,020000000,021500000,021520000,2020-04-14,1
480,020000000,021500000,021520000,2020-04-15,1
481,020000000,021500000,021520000,2020-04-16,1
482,020000000,021500000,021520000,2020-04-17,1
483,020000000,021500000,021520000,2020-04-18,1
484,020000000,021500000,021528000,2020-04-01,2
485,020000000,021500000,021528000,2020-04-02,2
486,020000000,021500000,021528000,2020-04-03,2
487,020000000,021500000,021528000,2020-04-04,2
488,020000000,021500000,021528000,2020-04-05,2
489,020000000,021500000,021528000,2020-04-06,2
490,020000000,021500000,021528000,2020-04-07,2
491,020000000,021500000,021528000,2020-04-08,2
492,020000000,021500000,021528000,2020-04-09,2
493,020000000,021500000,021528000,2020-04-10,2
494,020000000,021500000,021528000,2020-04-11,2
495,020000000,021500000,021528000,2020-04-12,2
496,020000000,021500000,021528000,2020-04-13,2
497,020000000,021500000,021528000,2020-04-14,2
498,020000000,021500000,021528000,2020-04-15,1
499,020000000,021500000,021528000,2020-04-16,1
500,020000000,021500000,021528000,2020-04-17,1
501,020000000,021500000,021528000,2020-04-18,1
502,020000000,021500000,021528000,2020-04-19,1
503,020000000,021500000,021528000,2020-04-20,1
504,020000000,021500000,021528000,2020-04-21,1
505,020000000,021500000,021529000,2020-04-01,7
506,020000000,021500000,021529000,2020-04-02,7
507,020000000,021500000,021529000,2020-04-03,7
508,020000000,021500000,021529000,2020-04-04,7
509,020000000,021500000,021529000,2020-04-05,8
510,020000000,021500000,021529000,2020-04-06,8
511,020000000,021500000,021529000,2020-04-07,9
512,020000000,021500000,021529000,2020-04-08,9
513,020000000,021500000,021529000,2020-04-09,8
514,020000000,021500000,021529000,2020-04-10,8
515,020000000,021500000,021529000,2020-04-11,8
516,020000000,021500000,021529000,2020-04-12,8
517,020000000,021500000,021529000,2020-04-13,8
518,020000000,021500000,021529000,2020-04-14,8
519,020000000,021500000,021529000,2020-04-15,9
